row_type,played_note,played_midi,played_freq,band_index,band_center_freq,band_fmin,band_fmax,scan_direction,candidate_f0,candidate_note,pitchyinfft_score,candidate_in_band,delta_cents_vs_played,fft_band_f0,fft_band_note,fft_band_score,fft_band_selected,hps_f0,hps_note,hps_score,hps_multi_note,candidate_fft_local_f0,candidate_fft_local_note,candidate_fft_local_score,candidate_hps_local_f0,candidate_hps_local_note,candidate_hps_local_score,candidate_hps_band_note,candidate_hps_agreement,candidate_final_score,candidate_harmonic_stack_score,candidate_harmonic_stack_hits,candidate_harmonic_stack_peaks,candidate_yin_harmonic_coherence_score,candidate_yin_harmonic_relations,refine_selected,refined_from_note,refined_from_f0,refined_f0,refined_note,refined_score,refined_delta_cents,chosen_note,chosen_f0,chosen_score,chosen_method,chosen_note_2,chosen_f0_2,chosen_score_2,chosen_method_2,chosen_note_3,chosen_f0_3,chosen_score_3,chosen_method_3,chosen_note_4,chosen_f0_4,chosen_score_4,chosen_method_4,candidate_top_notes
band_row,B0,23,30.86770633,2,155.5634919,110,220,low_to_high,111.8841209,A2,0.4501317764,TRUE,2229.402129,123.046875,B2,1,B2,30.4688,B0,0.8033432819,B0,114.9902344,B♭2,0.2931633106,30.4688,B0,0.6960054245,,0,1.322463693,0.05094966999,6,"1:115.0, 2:215.3, 3:340.6, 4:436.5, 5:533.2, 6:665.8",0,,FALSE,,,,,,,B0,30.97880363,0.937334815,best_refined_score,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0
band_row,B0,23,30.86770633,3,311.1269837,220,440,low_to_high,348.0220795,F4,0.2717904707,TRUE,4194.010376,340.5761719,F4,1,B2,30.4688,B0,0.8033432819,B0,340.5761719,F4,1,68.1329,C♯2,0.7248519045,,2,1.785818512,0.03831148708,6,"1:340.6, 2:733.2, 3:1050.3, 4:1433.3, 5:1676.5, 6:2211.9",0,,FALSE,,,,,,,B0,30.97880363,0.937334815,best_refined_score,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0
band_row,B0,23,30.86770633,0,38.89087297,27.5,55,low_to_high,30.98015785,B0,0.9141655268,TRUE,6.29545171,34.42382813,C♯1,0.08547049598,B2,30.4688,B0,0.8033432819,B0,29.296875,B♭0,0.06745460811,17.5781,C♯0,0.5050272801,B0,1,3.284702034,0.09045591466,6,"1:29.3, 2:61.5, 3:91.6, 4:123.0, 5:153.1, 6:184.6",0,,TRUE,B0,30.98015785,30.97880363,B0,0.937334815,6.219773634,B0,30.97880363,0.937334815,best_refined_score,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0
summary,B0,23,30.86770633,,,,,,,,,,,,,,B2,30.4688,B0,0.8033432819,B0,,,,,,,,,,,,,,,,,,,,,,B0,30.97880363,0.937334815,best_refined_score,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0,30.98015785,3.284702034,candidate_consolidation,B0
band_row,C1,24,32.70319566,1,77.78174593,55,110,low_to_high,65.43312073,C2,0.8856654349,TRUE,1200.707353,65.18554688,C2,1,C3,32.2266,C1,0.7187917865,C1,65.18554688,C2,0.744221412,16.1133,C0,0.6313525989,,2,3.570081901,0.1832255236,6,"1:65.2, 2:130.4, 3:195.6, 4:261.5, 5:327.4, 6:394.0",1,2:C3,TRUE,C2,65.43312073,65.40109253,C2,0.9070527583,1199.859741,C1,32.73458481,0.9808133976,best_refined_score,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,"C1, C2"
band_row,C1,24,32.70319566,2,155.5634919,110,220,low_to_high,130.3988571,C3,0.7473316446,TRUE,2394.513242,130.3710938,C3,1,C3,32.2266,C1,0.7187917865,C1,130.3710938,C3,1,32.2266,C1,0.6615892666,,3,2.583008696,0.1623091906,6,"1:130.4, 2:261.5, 3:394.0, 4:494.4, 5:631.3, 6:770.5",0.9,3:G4,FALSE,,,,,,,C1,32.73458481,0.9808133976,best_refined_score,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,"C1, C2"
band_row,C1,24,32.70319566,3,311.1269837,220,440,low_to_high,383.1957092,G4,0.001177397816,TRUE,4260.69346,394.0429688,G4,1,C3,32.2266,C1,0.7187917865,C1,394.0429688,G4,1,65.1804,C2,0.776199314,,2,1.569351691,0.02821248685,6,"1:394.0, 2:736.1, 3:1216.6, 4:1582.0, 5:1867.7, 6:2243.4",0,,FALSE,,,,,,,C1,32.73458481,0.9808133976,best_refined_score,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,"C1, C2"
band_row,C1,24,32.70319566,0,38.89087297,27.5,55,low_to_high,32.73647308,C1,0.9586743459,TRUE,1.760736576,30.02929688,B0,0.2123138487,C3,32.2266,C1,0.7187917865,C1,34.42382813,C♯1,0.07211291948,16.8457,C♯0,0.5650874825,C1,1,3.698542896,0.1255552254,6,"1:34.4, 2:65.2, 3:97.4, 4:130.4, 5:162.6, 6:195.6",1.7,"2:C2, 4:C3",TRUE,C1,32.73647308,32.73458481,C1,0.9808133976,1.660874245,C1,32.73458481,0.9808133976,best_refined_score,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,"C1, C2"
summary,C1,24,32.70319566,,,,,,,,,,,,,,C3,32.2266,C1,0.7187917865,C1,,,,,,,,,,,,,,,,,,,,,,C1,32.73458481,0.9808133976,best_refined_score,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,C1,32.73647308,3.698542896,candidate_consolidation,"C1, C2"
band_row,C♯1,25,34.64782887,1,77.78174593,55,110,low_to_high,69.35277557,C♯2,0.7847885767,TRUE,1201.426404,69.58007813,C♯2,1,C♯2,34.7067,C♯1,0.7239072579,C♯1,68.84765625,C♯2,1,16.8457,C♯0,0.6118773048,,3,2.41336534,0.1590682766,6,"1:68.8, 2:137.7, 3:207.3, 4:276.9, 5:346.4, 6:416.7",0,,FALSE,,,,,,,C♯1,34.68621063,0.9431924307,best_refined_score,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1
band_row,C♯1,25,34.64782887,2,155.5634919,110,220,low_to_high,160.1351318,E3,0.6979446416,TRUE,2650.143596,139.1601563,C♯3,1,C♯2,34.7067,C♯1,0.7239072579,C♯1,169.1894531,E3,0.5493206525,34.4238,C♯1,0.7468586373,,1,1.868995414,0.02107322452,6,"1:169.2, 2:311.3, 3:487.8, 4:668.0, 5:778.6, 6:966.8",0,,FALSE,,,,,,,C♯1,34.68621063,0.9431924307,best_refined_score,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1
band_row,C♯1,25,34.64782887,3,311.1269837,220,440,low_to_high,370.1184692,F♯4,0.07301528811,TRUE,4100.580327,381.5917969,G4,1,C♯2,34.7067,C♯1,0.7239072579,C♯1,381.5917969,G4,1,69.3516,C♯2,0.7098230615,,0,1.177179239,0.0148837088,6,"1:381.6, 2:778.6, 3:1083.3, 4:1521.2, 5:1760.0, 6:2137.2",0,,FALSE,,,,,,,C♯1,34.68621063,0.9431924307,best_refined_score,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1
band_row,C♯1,25,34.64782887,0,38.89087297,27.5,55,low_to_high,34.68377686,C♯1,0.9294556296,TRUE,1.795267186,38.0859375,E♭1,0.5560114673,C♯2,34.7067,C♯1,0.7239072579,C♯1,36.62109375,D1,0.1981228065,17.5781,C♯0,0.5992536865,C♯1,1,3.692427168,0.131573992,6,"1:36.6, 2:68.8, 3:103.3, 4:137.7, 5:172.9, 6:207.3",1,2:C♯2,TRUE,C♯1,34.68377686,34.68621063,C♯1,0.9431924307,1.916744428,C♯1,34.68621063,0.9431924307,best_refined_score,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1
summary,C♯1,25,34.64782887,,,,,,,,,,,,,,C♯2,34.7067,C♯1,0.7239072579,C♯1,,,,,,,,,,,,,,,,,,,,,,C♯1,34.68621063,0.9431924307,best_refined_score,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1,34.68377686,3.692427168,candidate_consolidation,C♯1
band_row,D1,26,36.70809599,1,77.78174593,55,110,low_to_high,72.90129852,D2,0.5954906055,TRUE,1187.815472,73.2421875,D2,1,A3,36.3546,D1,0.8093590622,D1,73.2421875,D2,0.9781922101,36.6211,D1,0.6362404354,,2,2.133275278,0.1443238977,6,"1:73.2, 2:145.8, 3:219.0, 4:292.2, 5:366.9, 6:440.9",0.5,5:F♯4,FALSE,,,,,,,D1,36.71652985,0.9555114568,best_refined_score,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1
band_row,D1,26,36.70809599,2,155.5634919,110,220,low_to_high,188.6186066,F♯3,0.5763958096,TRUE,2833.562171,218.9941406,A3,1,A3,36.3546,D1,0.8093590622,D1,182.3730469,F♯3,1,36.5599,D1,0.815399209,,1,1.959477728,0.06270793597,6,"1:182.4, 2:366.9, 3:553.7, 4:783.7, 5:982.9, 6:1105.2",0,,FALSE,,,,,,,D1,36.71652985,0.9555114568,best_refined_score,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1
band_row,D1,26,36.70809599,3,311.1269837,220,440,low_to_high,368.3458862,F♯4,0.1907382933,TRUE,3992.269128,366.9433594,F♯4,1,A3,36.3546,D1,0.8093590622,D1,366.9433594,F♯4,1,109.7134,A2,0.683968815,,2,1.670435264,0.02620130818,6,"1:366.9, 2:706.8, 3:1105.2, 4:1401.1, 5:1856.0, 6:2128.4",0,,FALSE,,,,,,,D1,36.71652985,0.9555114568,best_refined_score,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1
band_row,D1,26,36.70809599,0,38.89087297,27.5,55,low_to_high,36.71652985,D1,0.9555114568,TRUE,0.3977134228,41.74804688,E1,0.09439162029,A3,36.3546,D1,0.8093590622,D1,36.62109375,D1,0.08626048748,17.5781,C♯0,0.5579587831,D1,2,3.787212161,0.1124191815,6,"1:36.6, 2:73.2, 3:109.1, 4:145.8, 5:182.4, 6:219.0",1,2:D2,TRUE,D1,36.71652985,36.71652985,D1,0.9555114568,0.3977134228,D1,36.71652985,0.9555114568,best_refined_score,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1
summary,D1,26,36.70809599,,,,,,,,,,,,,,A3,36.3546,D1,0.8093590622,D1,,,,,,,,,,,,,,,,,,,,,,D1,36.71652985,0.9555114568,best_refined_score,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1,36.71652985,3.787212161,candidate_consolidation,D1
band_row,E♭1,27,38.89087297,2,155.5634919,110,220,low_to_high,126.6407394,B2,0.5278560359,TRUE,2043.885673,115.7226563,B♭2,1,B♭2,39.0625,E♭1,0.7976363713,E♭1,120.8496094,B2,0.1174362624,38.8184,E♭1,0.7158998116,,1,1.55147268,0.02087909225,6,"1:120.8, 2:254.9, 3:388.2, 4:506.1, 5:625.5, 6:787.4",0,,FALSE,,,,,,,E♭1,38.82491684,0.9637330079,best_refined_score,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1
band_row,E♭1,27,38.89087297,3,311.1269837,220,440,low_to_high,321.8434753,E4,0.2882787088,TRUE,3658.626838,348.6328125,F4,1,B♭2,39.0625,E♭1,0.7976363713,E♭1,309.8144531,E♭4,1,86.9667,F2,0.6550512142,,0,1.33166888,0.003368582321,6,"1:309.8, 2:625.5, 3:951.4, 4:1292.7, 5:1697.0, 6:1840.6",0,,FALSE,,,,,,,E♭1,38.82491684,0.9637330079,best_refined_score,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1
band_row,E♭1,27,38.89087297,4,622.2539674,440,880,high_to_low,446.0767975,A4,0.1676158001,TRUE,4223.746302,545.6542969,C♯5,1,B♭2,39.0625,E♭1,0.7976363713,E♭1,427.734375,A4,1,71.4129,D2,0.609389949,,1,1.381942752,0.01575428538,6,"1:427.7, 2:869.4, 3:1292.7, 4:1697.0, 5:2184.8, 6:2767.8",0,,FALSE,,,,,,,E♭1,38.82491684,0.9637330079,best_refined_score,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1
band_row,E♭1,27,38.89087297,0,38.89087297,27.5,55,low_to_high,38.82491684,E♭1,0.9637330079,TRUE,-2.938541014,38.81835938,E♭1,0.3687741014,B♭2,39.0625,E♭1,0.7976363713,E♭1,38.81835938,E♭1,0.1197410879,15.8203,B-1,0.5961893818,E♭1,3,3.918128941,0.1068970332,6,"1:38.8, 2:77.6, 3:115.7, 4:154.5, 5:193.4, 6:232.2",0,,TRUE,E♭1,38.82491684,38.82491684,E♭1,0.9637330079,-2.938541014,E♭1,38.82491684,0.9637330079,best_refined_score,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1
band_row,E♭1,27,38.89087297,1,77.78174593,55,110,low_to_high,87.61061096,F2,0.6113115015,TRUE,1406.008793,101.8066406,G♯2,0.3008035051,B♭2,39.0625,E♭1,0.7976363713,E♭1,82.76367188,E2,0.0866080019,38.0859,E♭1,0.6032352786,,0,1.288127459,0.06162814752,6,"1:82.8, 2:171.4, 3:271.0, 4:349.4, 5:427.7, 6:545.7",0.5,5:A4,FALSE,,,,,,,E♭1,38.82491684,0.9637330079,best_refined_score,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1
summary,E♭1,27,38.89087297,,,,,,,,,,,,,,B♭2,39.0625,E♭1,0.7976363713,E♭1,,,,,,,,,,,,,,,,,,,,,,E♭1,38.82491684,0.9637330079,best_refined_score,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1,38.82491684,3.918128941,candidate_consolidation,E♭1
band_row,E1,28,41.20344461,2,155.5634919,110,220,low_to_high,139.6575089,C♯3,0.5830547062,TRUE,2113.267544,164.0625,E3,1,E3,40.818,E1,0.7633330817,E1,137.6953125,C♯3,0.1008011089,41.0156,E1,0.7141752849,,1,1.60380641,0.04205037953,6,"1:137.7, 2:287.1, 3:411.6, 4:578.6, 5:663.6, 6:835.0",0,,FALSE,,,,,,,E1,41.18225098,0.9651829573,best_refined_score,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1
band_row,E1,28,41.20344461,3,311.1269837,220,440,low_to_high,402.2193298,G4,0,TRUE,3944.574671,411.6210938,G♯4,1,E3,40.818,E1,0.7633330817,E1,411.6210938,G♯4,1,82.2062,E2,0.6701714544,,0,1.077613992,0.0265608529,6,"1:411.6, 2:835.0, 3:1158.0, 4:1656.0, 5:2108.6, 6:2288.1",0,,FALSE,,,,,,,E1,41.18225098,0.9651829573,best_refined_score,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1
band_row,E1,28,41.20344461,4,622.2539674,440,880,high_to_low,527.9354858,C5,0,TRUE,4415.429742,452.6367188,A4,1,E3,40.818,E1,0.7633330817,E1,536.8652344,C5,1,205.5505,G♯3,0.6515345126,,1,1.256371086,0.008555834533,6,"1:536.9, 2:1098.6, 3:1511.7, 4:2108.6, 5:2791.3, 6:3002.2",0,,FALSE,,,,,,,E1,41.18225098,0.9651829573,best_refined_score,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1
band_row,E1,28,41.20344461,0,38.89087297,27.5,55,low_to_high,41.18225098,E1,0.9651829573,TRUE,-0.8907164646,41.015625,E1,0.7985297452,E3,40.818,E1,0.7633330817,E1,41.015625,E1,0.1080834433,16.4062,C0,0.6264558452,E1,3,4.030480867,0.1387554677,6,"1:41.0, 2:82.0, 3:123.0, 4:164.1, 5:205.1, 6:246.1",0,,TRUE,E1,41.18225098,41.18225098,E1,0.9651829573,-0.8907164646,E1,41.18225098,0.9651829573,best_refined_score,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1
band_row,E1,28,41.20344461,1,77.78174593,55,110,low_to_high,68.25736237,C♯2,0.5558175461,TRUE,873.8636571,68.11523438,C♯2,0.1862429684,E3,40.818,E1,0.7633330817,E1,70.3125,C♯2,0.1202702916,15.8203,B-1,0.5589293089,,2,1.739870132,0.04474623069,6,"1:70.3, 2:137.7, 3:205.1, 4:287.1, 5:328.9, 6:411.6",1.4,"2:C♯3, 6:G4",FALSE,,,,,,,E1,41.18225098,0.9651829573,best_refined_score,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1
summary,E1,28,41.20344461,,,,,,,,,,,,,,E3,40.818,E1,0.7633330817,E1,,,,,,,,,,,,,,,,,,,,,,E1,41.18225098,0.9651829573,best_refined_score,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1,41.18225098,4.030480867,candidate_consolidation,E1
band_row,F1,29,43.65352893,0,38.89087297,27.5,55,low_to_high,43.52383423,F1,0.9792125243,TRUE,-5.151154823,43.21289063,F1,1,C3,43.5183,F1,0.7139247803,F1,43.9453125,F1,0.09079911803,20.5078,E0,0.5160432118,F1,3,4.154636195,0.14670327,6,"1:43.9, 2:87.2, 3:130.4, 4:173.6, 5:217.5, 6:260.7",0.9,3:C3,TRUE,F1,43.52383423,43.52383423,F1,0.9792125243,-5.151154823,C3,130.3710938,2.2,fft_band_selected_in_yin_candidates,F1,43.52383423,4.154636195,candidate_consolidation,F1,43.52383423,4.154636195,candidate_consolidation,F1,43.52383423,4.154636195,candidate_consolidation,"F1, C2, C3"
band_row,F1,29,43.65352893,2,155.5634919,110,220,low_to_high,129.8512115,C3,0.8125018727,TRUE,1887.227141,130.3710938,C3,1,C3,43.5183,F1,0.7139247803,F1,130.3710938,C3,1,43.5179,F1,0.7058902203,,3,3.55768422,0.1564425774,6,"1:130.4, 2:260.7, 3:392.6, 4:524.4, 5:613.8, 6:739.0",0,,TRUE,C3,129.8512115,129.4348602,C3,0.8310943841,1881.667242,C3,130.3710938,2.2,fft_band_selected_in_yin_candidates,F1,43.52383423,4.154636195,candidate_consolidation,F1,43.52383423,4.154636195,candidate_consolidation,F1,43.52383423,4.154636195,candidate_consolidation,"F1, C2, C3"
band_row,F1,29,43.65352893,3,311.1269837,220,440,low_to_high,229.6407928,B♭3,0.2743757009,TRUE,2874.250502,260.7421875,C4,1,C3,43.5183,F1,0.7139247803,F1,217.5292969,A3,1,43.4271,F1,0.8853568974,,0,1.525461625,0.04083782005,6,"1:217.5, 2:436.5, 3:652.6, 4:884.0, 5:1138.2, 6:1305.9",0,,FALSE,,,,,,,C3,130.3710938,2.2,fft_band_selected_in_yin_candidates,F1,43.52383423,4.154636195,candidate_consolidation,F1,43.52383423,4.154636195,candidate_consolidation,F1,43.52383423,4.154636195,candidate_consolidation,"F1, C2, C3"
